,player_A,player_B,winner,loser
29822,5,6,5,6
29823,5,3,5,3
29824,0,3,0,3
29825,7,3,3,7
29826,0,4,4,0
29827,0,1,1,0
29828,4,5,5,4
29829,3,2,2,3
29830,0,7,7,0
29831,4,0,4,0
29832,3,0,0,3
29833,0,4,4,0
29834,7,4,7,4
29835,3,2,3,2
29836,1,3,1,3
29837,7,6,6,7
29838,3,4,4,3
29839,1,4,4,1
29840,0,1,0,1
29841,0,2,2,0
29842,3,2,2,3
29843,5,4,5,4
29844,4,7,4,7
29845,4,7,4,7
29846,2,6,6,2
29847,6,5,6,5
29848,4,6,4,6
29849,4,3,4,3
29850,3,0,3,0
29851,0,3,3,0
29852,1,6,6,1
29853,6,3,6,3
29854,6,2,2,6
29855,2,4,2,4
29856,6,5,6,5
29857,1,0,1,0
29858,6,3,6,3
29859,3,0,0,3
29860,0,1,0,1
29861,0,1,1,0
29862,1,0,0,1
29863,4,3,4,3
29864,2,6,6,2
29865,1,4,4,1
29866,6,5,5,6
29867,6,5,5,6
29868,2,0,2,0
29869,3,7,3,7
29870,1,4,4,1
29871,2,3,2,3
29872,6,5,6,5
29873,5,7,5,7
29874,1,3,1,3
29875,1,6,1,6
29876,6,0,0,6
29877,1,2,1,2
29878,7,5,7,5
29879,0,2,2,0
29880,6,7,6,7
29881,5,1,1,5
29882,0,6,6,0
29883,7,4,4,7
29884,1,2,1,2
29885,1,7,1,7
29886,1,6,1,6
29887,3,7,3,7
29888,2,0,0,2
29889,6,5,5,6
29890,7,6,6,7
29891,6,5,5,6
29892,3,2,2,3
29893,0,3,3,0
29894,1,7,7,1
29895,6,1,1,6
29896,7,6,7,6
29897,7,1,1,7
29898,7,1,1,7
29899,0,1,1,0
29900,7,1,1,7
29901,5,1,5,1
29902,2,7,2,7
29903,0,2,2,0
29904,4,6,4,6
29905,1,5,5,1
29906,2,4,4,2
29907,2,3,2,3
29908,3,0,0,3
29909,1,6,6,1
29910,7,6,7,6
29911,0,3,0,3
29912,5,1,5,1
29913,1,5,1,5
29914,6,5,5,6
29915,3,7,7,3
29916,4,2,2,4
29917,0,6,0,6
29918,0,4,4,0
29919,0,2,2,0
29920,4,5,4,5
29921,7,0,7,0
29922,1,2,1,2
29923,0,5,5,0
29924,1,5,5,1
29925,2,5,5,2
29926,7,4,4,7
29927,3,0,0,3
29928,0,5,0,5
29929,4,7,4,7
29930,0,2,2,0
29931,1,4,1,4
29932,6,2,6,2
29933,7,1,1,7
29934,0,7,7,0
29935,3,1,1,3
29936,1,2,1,2
29937,2,0,0,2
29938,1,3,1,3
29939,3,2,2,3
29940,6,0,6,0
29941,2,0,2,0
29942,5,0,5,0
29943,0,3,0,3
29944,7,2,2,7
29945,2,3,3,2
29946,7,2,7,2
29947,3,6,6,3
29948,0,4,4,0
29949,6,0,0,6
29950,5,7,7,5
29951,2,0,2,0
29952,7,4,4,7
29953,2,4,4,2
29954,3,4,4,3
29955,5,7,5,7
29956,6,0,0,6
29957,4,0,4,0
29958,4,3,4,3
29959,7,2,2,7
29960,0,6,0,6
29961,7,5,5,7
29962,1,2,2,1
29963,1,6,1,6
29964,3,7,3,7
29965,0,1,0,1
29966,1,3,1,3
29967,4,2,4,2
29968,3,1,1,3
29969,7,2,2,7
29970,5,3,5,3
29971,1,3,1,3
29972,6,0,6,0
29973,3,0,3,0
29974,4,2,4,2
29975,6,1,1,6
29976,4,5,4,5
29977,5,3,5,3
29978,5,2,5,2
29979,4,2,4,2
29980,7,6,7,6
29981,1,0,0,1
29982,1,3,1,3
29983,1,5,5,1
29984,6,3,3,6
29985,7,5,7,5
29986,4,5,4,5
29987,3,5,3,5
29988,4,3,4,3
29989,7,1,7,1
29990,6,1,6,1
29991,3,5,5,3
29992,6,1,1,6
29993,7,5,5,7
29994,7,3,3,7
29995,0,3,0,3
29996,1,5,5,1
29997,4,5,5,4
29998,7,0,0,7
29999,1,3,1,3
30000,5,0,5,0
30001,7,1,1,7
30002,0,4,4,0
30003,2,4,4,2
30004,3,2,2,3
30005,1,6,1,6
30006,6,0,6,0
30007,1,4,4,1
30008,0,2,2,0
30009,7,1,1,7
30010,3,0,3,0
30011,6,3,3,6
30012,2,4,4,2
30013,6,1,6,1
30014,1,0,1,0
30015,0,7,0,7
30016,3,5,5,3
30017,4,1,1,4
30018,3,7,7,3
30019,6,1,1,6
30020,3,7,7,3
30021,7,3,7,3
30022,1,5,1,5
30023,1,6,1,6
30024,2,6,6,2
30025,2,4,4,2
30026,3,1,1,3
30027,7,4,7,4
30028,6,2,6,2
30029,6,1,1,6
30030,2,3,2,3
30031,7,0,7,0
30032,1,3,1,3
30033,2,4,4,2
30034,6,7,6,7
30035,7,2,2,7
30036,1,6,6,1
30037,1,6,1,6
30038,3,0,0,3
30039,0,4,4,0
30040,3,5,5,3
30041,4,2,2,4
30042,5,2,5,2
30043,5,2,5,2
30044,3,0,0,3
30045,4,1,1,4
30046,4,1,4,1
30047,0,6,0,6
30048,2,5,5,2
30049,1,6,1,6
30050,3,0,0,3
30051,3,5,5,3
30052,7,2,2,7
30053,3,5,3,5
30054,7,5,5,7
30055,3,0,0,3
30056,4,3,4,3
30057,4,1,4,1
30058,4,2,4,2
30059,2,4,4,2
30060,4,3,4,3
30061,4,5,4,5
30062,4,1,1,4
30063,0,7,0,7
30064,0,1,1,0
30065,6,5,6,5
30066,2,4,4,2
30067,6,0,6,0
30068,0,2,0,2
30069,6,0,0,6
30070,6,7,7,6
30071,5,3,5,3
30072,0,4,4,0
30073,5,2,5,2
30074,4,7,4,7
30075,2,1,1,2
30076,1,2,2,1
30077,4,7,4,7
30078,1,2,2,1
30079,6,3,6,3
30080,2,4,4,2
30081,7,5,5,7
30082,2,5,2,5
30083,7,6,7,6
30084,3,7,7,3
30085,5,2,2,5
30086,1,6,1,6
30087,3,5,5,3
30088,0,2,2,0
30089,7,1,1,7
30090,1,5,5,1
30091,1,7,1,7
30092,2,1,1,2
30093,0,5,0,5
30094,7,4,4,7
30095,3,4,3,4
30096,5,1,1,5
30097,0,4,4,0
30098,2,4,4,2
30099,2,1,2,1
30100,6,7,6,7
30101,2,5,5,2
30102,4,5,4,5
30103,7,1,7,1
30104,4,2,2,4
30105,7,5,7,5
30106,6,5,6,5
30107,2,3,2,3
30108,6,0,6,0
30109,3,2,2,3
30110,2,1,2,1
30111,2,0,2,0
30112,6,2,2,6
30113,2,0,0,2
30114,3,2,2,3
30115,1,6,1,6
30116,1,4,4,1
30117,6,5,6,5
30118,7,1,7,1
30119,3,5,5,3
30120,7,1,1,7
30121,5,0,0,5
30122,4,1,4,1
30123,6,4,4,6
30124,7,0,0,7
30125,0,6,0,6
30126,0,6,6,0
30127,7,1,1,7
30128,0,5,0,5
30129,1,5,5,1
30130,4,2,4,2
30131,1,0,1,0
30132,7,4,4,7
30133,0,4,4,0
30134,2,0,0,2
30135,7,6,6,7
30136,3,7,3,7
30137,3,2,2,3
30138,4,3,4,3
30139,3,7,3,7
30140,5,4,4,5
30141,6,4,4,6
30142,1,2,2,1
30143,1,0,1,0
30144,6,1,1,6
30145,1,7,7,1
30146,5,7,7,5
30147,5,4,5,4
30148,3,4,4,3
30149,0,1,0,1
30150,3,0,0,3
30151,6,7,6,7
30152,4,5,5,4
30153,3,7,7,3
30154,0,2,2,0
30155,6,2,2,6
30156,3,0,3,0
30157,0,4,4,0
30158,6,7,7,6
30159,7,1,7,1
30160,5,6,5,6
30161,3,5,3,5
30162,6,7,6,7
30163,7,6,7,6
30164,6,4,4,6
30165,3,2,2,3
30166,4,6,4,6
30167,0,6,0,6
30168,0,2,0,2
30169,7,6,7,6
30170,3,6,6,3
30171,4,3,4,3
30172,3,0,0,3
30173,6,3,6,3
30174,2,7,7,2
30175,0,6,0,6
30176,1,6,1,6
30177,6,0,0,6
30178,6,7,7,6
30179,6,3,6,3
30180,2,6,2,6
30181,2,5,2,5
30182,5,6,5,6
30183,1,3,1,3
30184,2,0,0,2
30185,4,0,4,0
30186,2,6,6,2
30187,7,2,7,2
30188,5,4,5,4
30189,1,5,1,5
30190,3,6,6,3
30191,1,6,1,6
30192,7,2,2,7
30193,3,0,3,0
30194,1,6,6,1
30195,7,1,1,7
30196,3,4,4,3
30197,4,2,4,2
30198,5,4,4,5
30199,2,4,2,4
30200,0,6,6,0
30201,0,2,2,0
30202,2,7,2,7
30203,7,0,0,7
30204,1,4,4,1
30205,3,6,3,6
30206,3,0,0,3
30207,6,3,6,3
30208,2,5,2,5
30209,7,6,6,7
30210,1,7,7,1
30211,6,3,3,6
30212,7,0,0,7
30213,4,5,4,5
30214,7,4,4,7
30215,4,2,4,2
30216,5,2,2,5
30217,1,7,7,1
30218,3,6,6,3
30219,0,1,0,1
30220,0,2,0,2
30221,4,7,4,7
30222,0,2,0,2
30223,3,6,6,3
30224,7,6,7,6
30225,6,4,4,6
30226,6,3,6,3
30227,1,7,1,7
30228,7,3,3,7
30229,0,5,0,5
30230,0,5,5,0
30231,6,5,5,6
30232,5,6,5,6
30233,0,1,1,0
30234,7,3,7,3
30235,5,0,5,0
30236,3,6,6,3
30237,4,7,7,4
30238,3,5,5,3
30239,5,0,0,5
30240,6,1,1,6
30241,2,6,2,6
30242,2,5,5,2
30243,5,4,4,5
30244,6,4,4,6
30245,4,2,4,2
30246,4,7,4,7
30247,2,1,1,2
30248,4,7,4,7
30249,1,6,1,6
30250,6,4,6,4
30251,2,3,2,3
30252,6,2,2,6
30253,6,1,1,6
30254,4,5,4,5
30255,7,1,7,1
30256,0,4,4,0
30257,1,7,1,7
30258,0,2,2,0
30259,3,5,5,3
30260,6,5,5,6
30261,7,5,5,7
30262,2,4,4,2
30263,0,3,0,3
30264,1,3,3,1
30265,6,1,1,6
30266,0,1,0,1
30267,3,7,3,7
30268,4,2,2,4
30269,6,7,7,6
30270,7,6,6,7
30271,2,1,1,2
30272,6,0,0,6
30273,3,4,4,3
30274,1,6,1,6
30275,7,4,4,7
30276,0,6,0,6
30277,6,0,0,6
30278,4,7,4,7
30279,6,4,4,6
30280,0,1,1,0
30281,5,7,5,7
30282,5,6,6,5
30283,7,2,2,7
30284,4,6,4,6
30285,1,4,4,1
30286,5,4,4,5
30287,0,2,2,0
30288,3,2,2,3
30289,6,3,6,3
30290,7,6,6,7
30291,2,0,2,0
30292,5,2,5,2
30293,4,1,4,1
30294,6,7,7,6
30295,0,4,4,0
30296,4,1,4,1
30297,4,2,2,4
30298,1,0,1,0
30299,3,0,0,3
30300,4,5,4,5
30301,3,6,6,3
30302,1,6,6,1
30303,6,0,6,0
30304,5,1,1,5
30305,7,4,4,7
30306,1,7,1,7
30307,4,7,7,4
30308,5,7,7,5
30309,3,5,5,3
30310,0,2,0,2
30311,7,2,7,2
30312,2,5,5,2
30313,4,5,4,5
30314,7,3,7,3
30315,5,2,5,2
30316,0,5,0,5
30317,5,7,5,7
30318,1,7,7,1
30319,3,0,3,0
30320,3,1,1,3
30321,7,3,7,3
30322,6,0,6,0
30323,4,1,1,4
30324,5,6,5,6
30325,6,4,4,6
30326,5,6,5,6
30327,4,5,5,4
30328,5,7,5,7
30329,5,0,5,0
30330,5,3,5,3
30331,2,1,2,1
30332,4,0,4,0
30333,7,2,7,2
30334,2,5,5,2
30335,5,7,5,7
30336,5,3,3,5
30337,5,6,5,6
30338,5,7,5,7
30339,6,0,6,0
30340,7,1,1,7
30341,6,0,0,6
30342,1,3,1,3
30343,6,2,6,2
30344,7,6,7,6
30345,2,4,4,2
30346,4,1,4,1
30347,7,5,5,7
30348,4,2,4,2
30349,1,4,4,1
30350,5,1,1,5
30351,5,6,5,6
30352,2,7,7,2
30353,1,2,1,2
30354,3,4,4,3
30355,3,4,4,3
30356,6,7,7,6
30357,6,0,0,6
30358,5,1,5,1
30359,5,1,1,5
30360,3,4,4,3
30361,4,0,4,0
30362,3,2,2,3
30363,3,7,3,7
30364,0,3,0,3
30365,5,3,5,3
30366,0,3,0,3
30367,6,2,2,6
30368,7,1,7,1
30369,6,5,5,6
30370,2,0,2,0
30371,7,4,4,7
30372,2,0,0,2
30373,5,7,5,7
30374,5,0,5,0
30375,4,1,4,1
30376,7,0,7,0
30377,0,3,3,0
30378,5,0,5,0
30379,1,0,1,0
30380,3,4,4,3
30381,6,0,6,0
30382,5,2,5,2
30383,3,6,3,6
30384,5,4,4,5
30385,7,3,7,3
30386,6,3,6,3
30387,5,0,0,5
30388,5,2,5,2
30389,3,5,5,3
30390,5,7,7,5
30391,1,7,1,7
30392,7,6,7,6
30393,7,1,1,7
30394,6,0,0,6
30395,5,3,5,3
30396,7,4,7,4
30397,7,0,0,7
30398,1,3,3,1
30399,2,1,1,2
30400,2,7,7,2
30401,0,3,0,3
30402,2,0,2,0
30403,3,1,1,3
30404,2,6,6,2
30405,1,5,5,1
30406,7,6,6,7
30407,3,4,4,3
30408,3,6,3,6
30409,2,6,2,6
30410,6,1,1,6
30411,1,2,1,2
30412,1,5,5,1
30413,5,4,4,5
30414,1,6,1,6
30415,7,5,5,7
30416,3,7,7,3
30417,0,3,3,0
30418,4,3,4,3
30419,6,1,6,1
30420,0,6,0,6
30421,6,0,6,0
30422,2,5,2,5
30423,4,5,5,4
30424,3,4,4,3
30425,3,4,4,3
30426,2,4,4,2
30427,7,6,7,6
30428,2,6,6,2
30429,5,2,2,5
30430,5,3,3,5
30431,0,2,2,0
30432,7,6,7,6
30433,2,4,4,2
30434,7,2,2,7
30435,5,0,5,0
30436,4,5,5,4
30437,2,3,2,3
30438,5,4,4,5
30439,3,5,5,3
30440,2,0,0,2
30441,5,6,6,5
30442,3,1,1,3
30443,4,1,1,4
30444,5,4,4,5
30445,4,7,4,7
30446,1,5,5,1
30447,0,1,1,0
30448,2,4,4,2
30449,7,2,7,2
30450,0,2,2,0
30451,4,6,4,6
30452,6,4,6,4
30453,0,2,0,2
30454,4,5,5,4
30455,2,1,2,1
30456,4,2,4,2
30457,2,5,2,5
30458,6,3,3,6
30459,7,3,3,7
30460,5,0,5,0
30461,2,4,2,4
30462,0,5,5,0
30463,7,5,5,7
30464,2,3,3,2
30465,2,6,6,2
30466,4,1,4,1
30467,7,5,7,5
30468,6,5,5,6
30469,5,0,5,0
30470,1,7,1,7
30471,4,1,4,1
30472,4,3,4,3
30473,4,7,4,7
30474,5,7,5,7
30475,1,2,2,1
30476,7,1,1,7
30477,3,6,6,3
30478,6,5,5,6
30479,2,4,4,2
30480,3,0,0,3
30481,7,5,5,7
30482,6,4,4,6
30483,3,0,3,0
30484,6,7,6,7
30485,2,3,3,2
30486,7,2,7,2
30487,7,3,3,7
30488,6,2,2,6
30489,0,4,4,0
30490,0,1,0,1
30491,2,1,1,2
30492,2,7,2,7
30493,0,6,6,0
30494,5,4,5,4
30495,1,6,1,6
30496,6,3,3,6
30497,0,5,5,0
30498,0,4,4,0
30499,7,4,4,7
30500,7,5,7,5
30501,1,4,1,4
30502,2,5,5,2
30503,1,3,1,3
30504,2,3,2,3
30505,6,7,7,6
30506,7,6,7,6
30507,7,6,6,7
30508,0,5,5,0
30509,3,5,5,3
30510,5,0,5,0
30511,2,6,2,6
30512,3,6,3,6
30513,5,7,5,7
30514,7,5,5,7
30515,7,0,0,7
30516,5,0,5,0
30517,0,3,0,3
30518,5,7,7,5
30519,4,1,4,1
30520,1,3,1,3
30521,0,3,3,0
30522,0,6,6,0
30523,5,0,5,0
30524,3,0,3,0
30525,7,4,4,7
30526,6,3,6,3
30527,6,0,6,0
30528,2,5,5,2
30529,2,6,2,6
30530,3,6,3,6
30531,7,5,5,7
30532,1,4,4,1
30533,6,0,0,6
30534,3,0,0,3
30535,2,1,1,2
30536,6,1,1,6
30537,7,3,7,3
30538,5,4,5,4
30539,6,4,4,6
30540,1,0,0,1
30541,3,4,4,3
30542,0,7,0,7
30543,7,4,4,7
30544,4,2,4,2
30545,4,6,4,6
30546,7,6,6,7
30547,2,4,4,2
30548,6,4,4,6
30549,3,4,4,3
30550,3,2,3,2
30551,2,7,7,2
30552,3,2,2,3
30553,4,1,4,1
30554,5,7,5,7
30555,7,3,7,3
30556,4,6,4,6
30557,3,5,5,3
30558,4,0,4,0
30559,1,0,1,0
30560,2,5,5,2
30561,1,3,1,3
30562,0,4,4,0
30563,0,6,6,0
30564,3,7,3,7
30565,2,0,0,2
30566,2,4,4,2
30567,4,2,4,2
30568,1,2,2,1
30569,0,7,7,0
30570,0,4,0,4
30571,2,1,2,1
30572,0,1,0,1
30573,7,2,2,7
30574,2,4,4,2
30575,2,6,2,6
30576,0,2,2,0
30577,3,1,1,3
30578,0,2,2,0
30579,2,0,0,2
30580,7,2,7,2
30581,7,0,7,0
30582,0,5,5,0
30583,2,0,2,0
30584,5,6,5,6
30585,5,1,5,1
30586,2,3,2,3
30587,4,1,4,1
30588,4,0,0,4
30589,3,7,3,7
30590,3,1,3,1
30591,1,3,1,3
30592,2,6,6,2
30593,1,4,1,4
30594,6,3,6,3
30595,0,2,0,2
30596,7,1,1,7
30597,3,2,2,3
30598,3,5,5,3
30599,7,4,4,7
30600,7,1,1,7
30601,5,3,5,3
30602,0,4,4,0
30603,6,0,0,6
30604,0,4,4,0
30605,4,3,4,3
30606,6,3,6,3
30607,2,3,3,2
30608,0,7,0,7
30609,1,3,1,3
30610,2,1,2,1
30611,1,0,1,0
30612,7,1,1,7
30613,5,3,5,3
30614,0,1,1,0
30615,5,1,1,5
30616,7,0,0,7
30617,7,1,7,1
30618,2,1,1,2
30619,2,7,2,7
30620,0,3,3,0
30621,6,0,0,6
30622,6,5,5,6
30623,0,4,4,0
30624,0,2,2,0
30625,7,4,4,7
30626,7,4,4,7
30627,1,7,7,1
30628,2,4,2,4
30629,5,6,5,6
30630,2,5,5,2
30631,4,2,4,2
30632,5,2,5,2
30633,2,0,0,2
30634,0,4,4,0
30635,1,3,1,3
30636,3,2,2,3
30637,7,3,7,3
30638,1,2,2,1
30639,5,4,5,4
30640,5,4,4,5
30641,0,3,0,3
30642,0,5,0,5
30643,6,5,5,6
30644,5,1,1,5
30645,7,0,0,7
30646,5,7,5,7
30647,3,6,3,6
30648,6,5,6,5
30649,6,0,0,6
30650,1,2,2,1
30651,6,1,6,1
30652,4,0,4,0
30653,3,5,5,3
30654,0,3,3,0
30655,2,6,2,6
30656,2,0,0,2
30657,1,4,4,1
30658,5,2,2,5
30659,1,0,1,0
30660,2,7,7,2
30661,3,5,5,3
30662,1,3,1,3
30663,3,1,1,3
30664,6,4,4,6
30665,5,0,0,5
30666,6,7,6,7
30667,0,4,4,0
30668,0,3,0,3
30669,6,3,6,3
30670,4,5,5,4
30671,3,5,3,5
30672,4,2,4,2
30673,1,6,6,1
30674,2,5,2,5
30675,5,0,5,0
30676,0,7,0,7
30677,2,5,5,2
30678,1,2,2,1
30679,1,3,1,3
30680,2,0,0,2
30681,1,0,0,1
30682,3,6,6,3
30683,4,1,4,1
30684,4,6,4,6
30685,6,2,2,6
30686,3,0,3,0
30687,6,1,1,6
30688,4,2,4,2
30689,5,4,5,4
30690,7,2,7,2
30691,2,3,2,3
30692,0,4,4,0
30693,4,7,4,7
30694,3,4,3,4
30695,0,7,0,7
30696,1,4,4,1
30697,0,1,1,0
30698,6,7,6,7
30699,7,1,1,7
30700,3,0,3,0
30701,1,2,1,2
30702,3,4,4,3
30703,5,1,1,5
30704,1,7,1,7
30705,2,3,2,3
30706,3,5,5,3
30707,3,2,2,3
30708,1,5,5,1
30709,7,6,7,6
30710,1,0,0,1
30711,0,6,0,6
30712,3,5,5,3
30713,5,0,5,0
30714,2,3,2,3
30715,3,1,3,1
30716,1,0,0,1
30717,6,2,2,6
30718,5,0,5,0
30719,5,1,5,1
30720,6,3,6,3
30721,3,7,7,3
30722,6,7,6,7
30723,6,2,2,6
30724,0,2,0,2
30725,6,2,2,6
30726,1,5,5,1
30727,0,5,0,5
30728,2,3,2,3
30729,7,5,7,5
30730,7,5,5,7
30731,3,7,7,3
30732,7,1,7,1
30733,3,5,5,3
30734,2,7,2,7
30735,6,1,6,1
30736,5,0,5,0
30737,6,4,4,6
30738,5,7,5,7
30739,4,1,4,1
30740,3,7,7,3
30741,3,7,3,7
30742,3,0,0,3
30743,4,0,4,0
30744,0,6,6,0
30745,0,4,4,0
30746,4,7,4,7
30747,3,2,3,2
30748,4,3,4,3
30749,1,3,1,3
30750,0,6,0,6
30751,1,6,6,1
30752,7,2,2,7
30753,7,3,3,7
30754,2,7,2,7
30755,6,2,6,2
30756,1,7,1,7
30757,7,1,1,7
30758,5,3,3,5
30759,4,1,4,1
30760,5,2,5,2
30761,1,6,1,6
30762,6,5,5,6
30763,6,0,6,0
30764,6,3,6,3
30765,0,5,0,5
30766,5,3,5,3
30767,4,0,4,0
30768,0,2,0,2
30769,3,0,0,3
30770,7,4,4,7
30771,7,3,3,7
30772,0,3,0,3
30773,6,3,6,3
30774,3,7,3,7
30775,4,5,5,4
30776,6,5,5,6
30777,4,5,4,5
30778,4,6,4,6
30779,7,3,7,3
30780,5,3,5,3
30781,5,3,5,3
30782,2,1,1,2
30783,5,3,5,3
30784,7,1,1,7
30785,4,0,4,0
30786,0,4,4,0
30787,3,0,0,3
30788,0,1,1,0
30789,6,0,0,6
30790,1,2,2,1
30791,0,3,0,3
30792,7,5,5,7
30793,5,2,5,2
30794,0,6,0,6
30795,4,0,4,0
30796,2,7,2,7
30797,4,3,4,3
30798,6,4,4,6
30799,4,5,4,5
30800,7,5,7,5
30801,3,7,3,7
30802,5,2,5,2
30803,1,6,1,6
30804,7,2,2,7
30805,2,1,1,2
30806,7,6,6,7
30807,4,6,4,6
30808,7,6,7,6
30809,5,0,5,0
30810,2,7,2,7
30811,4,5,4,5
30812,4,5,4,5
30813,0,2,2,0
30814,3,4,3,4
30815,2,1,1,2
30816,3,5,5,3
30817,4,1,1,4
30818,1,2,2,1
30819,5,1,1,5
30820,5,3,5,3
30821,5,3,5,3
30822,3,4,4,3
30823,4,6,4,6
30824,7,3,3,7
30825,0,6,0,6
30826,5,2,5,2
30827,0,4,4,0
30828,5,0,0,5
30829,2,1,2,1
30830,4,7,4,7
30831,5,7,5,7
30832,7,1,7,1
30833,3,7,7,3
30834,3,0,0,3
30835,3,1,1,3
30836,6,1,1,6
30837,7,3,3,7
30838,6,3,6,3
30839,3,5,5,3
30840,7,0,0,7
30841,3,2,3,2
30842,1,7,1,7
30843,7,6,7,6
30844,2,6,6,2
30845,7,4,4,7
30846,5,0,0,5
30847,4,7,7,4
30848,4,7,4,7
30849,4,7,4,7
30850,2,1,2,1
30851,0,1,0,1
30852,7,2,2,7
30853,3,7,7,3
30854,2,6,2,6
30855,1,2,1,2
30856,1,6,6,1
30857,2,0,0,2
30858,3,7,7,3
30859,2,6,6,2
30860,1,3,1,3
30861,7,1,1,7
30862,5,4,4,5
30863,1,3,3,1
30864,6,2,2,6
30865,2,5,5,2
30866,5,2,2,5
30867,7,5,5,7
30868,3,7,3,7
30869,1,3,1,3
30870,7,0,0,7
30871,0,7,7,0
30872,7,5,7,5
30873,3,0,3,0
30874,3,4,4,3
30875,6,2,2,6
30876,7,1,7,1
30877,6,4,4,6
30878,4,1,1,4
30879,4,2,4,2
30880,1,4,4,1
30881,7,5,5,7
30882,0,6,0,6
30883,3,5,5,3
30884,2,3,2,3
30885,7,2,2,7
30886,3,7,7,3
30887,7,2,2,7
30888,3,2,2,3
30889,7,4,4,7
30890,0,6,6,0
30891,2,7,7,2
30892,5,4,4,5
30893,3,4,3,4
30894,4,7,4,7
30895,3,6,6,3
30896,2,6,2,6
30897,4,1,4,1
30898,7,4,4,7
30899,0,5,0,5
30900,1,4,4,1
30901,3,5,5,3
30902,2,7,7,2
30903,0,3,0,3
30904,7,6,7,6
30905,1,2,1,2
30906,5,4,4,5
30907,4,6,4,6
30908,4,3,3,4
30909,4,6,4,6
30910,0,3,3,0
30911,3,1,1,3
30912,2,5,5,2
30913,5,7,5,7
30914,3,7,3,7
30915,4,7,4,7
30916,6,0,0,6
30917,3,2,2,3
30918,7,3,3,7
30919,4,5,4,5
30920,4,6,4,6
30921,4,2,4,2
30922,1,2,1,2
30923,4,1,4,1
30924,3,6,3,6
30925,0,4,4,0
30926,4,6,4,6
30927,1,3,3,1
30928,6,2,2,6
30929,6,1,1,6
30930,5,1,1,5
30931,2,4,4,2
30932,0,5,0,5
30933,1,7,1,7
30934,1,6,1,6
30935,7,3,7,3
30936,7,5,5,7
30937,0,3,0,3
30938,4,6,4,6
30939,5,7,5,7
30940,5,7,5,7
30941,0,2,0,2
30942,2,4,4,2
30943,1,3,1,3
30944,6,7,7,6
30945,1,0,0,1
30946,7,1,7,1
30947,6,4,4,6
30948,1,0,0,1
30949,4,7,4,7
30950,2,0,2,0
30951,2,7,2,7
30952,5,0,5,0
30953,3,4,4,3
30954,6,7,6,7
30955,0,7,0,7
30956,2,4,4,2
30957,7,5,5,7
30958,1,4,4,1
30959,3,7,3,7
30960,1,2,1,2
30961,7,1,1,7
30962,1,5,5,1
30963,7,2,2,7
30964,3,4,4,3
30965,5,7,5,7
30966,4,2,4,2
30967,6,4,6,4
30968,4,2,4,2
30969,3,2,2,3
30970,0,6,6,0
30971,4,1,4,1
30972,4,0,4,0
30973,0,3,0,3
30974,5,0,0,5
30975,0,1,1,0
30976,0,5,5,0
30977,0,3,0,3
30978,7,5,5,7
30979,0,3,0,3
30980,6,0,6,0
30981,6,5,5,6
30982,0,1,1,0
30983,7,2,2,7
30984,4,5,4,5
30985,4,6,4,6
30986,6,0,6,0
30987,0,1,1,0
30988,7,5,5,7
30989,5,1,1,5
30990,0,3,0,3
30991,1,4,4,1
30992,3,2,2,3
30993,1,3,1,3
30994,1,5,1,5
30995,0,5,5,0
30996,2,5,5,2
30997,4,7,4,7
30998,0,7,0,7
30999,2,5,5,2
31000,5,2,2,5
31001,3,7,7,3
31002,5,3,5,3
31003,0,6,0,6
31004,6,7,7,6
31005,5,3,5,3
31006,2,3,2,3
31007,1,0,1,0
31008,0,4,4,0
31009,6,5,5,6
31010,2,3,3,2
31011,7,3,7,3
31012,3,0,0,3
31013,4,1,1,4
31014,7,6,7,6
31015,7,0,0,7
31016,3,0,0,3
31017,1,3,1,3
31018,6,4,4,6
31019,4,6,4,6
31020,3,7,7,3
31021,5,7,7,5
31022,6,2,6,2
31023,5,0,0,5
31024,6,4,6,4
31025,6,7,7,6
31026,1,6,1,6
31027,7,5,5,7
31028,6,3,3,6
31029,4,0,4,0
31030,3,6,6,3
31031,0,6,6,0
31032,2,7,2,7
31033,2,6,6,2
31034,5,4,4,5
31035,2,1,2,1
31036,4,6,4,6
31037,6,7,7,6
31038,2,1,2,1
31039,1,0,1,0
31040,4,6,4,6
31041,1,6,1,6
31042,0,4,4,0
31043,1,5,5,1
31044,5,4,4,5
31045,3,5,5,3
31046,7,6,6,7
31047,7,6,7,6
31048,7,2,2,7
31049,5,0,5,0
31050,3,6,3,6
31051,7,3,3,7
31052,3,2,3,2
31053,4,6,4,6
31054,0,2,0,2
31055,7,0,0,7
31056,2,6,6,2
31057,5,0,5,0
31058,5,7,5,7
31059,6,0,0,6
31060,3,0,0,3
31061,5,3,5,3
31062,4,3,4,3
31063,5,6,5,6
31064,4,0,4,0
31065,0,2,2,0
31066,5,1,5,1
31067,4,5,4,5
31068,4,3,3,4
31069,2,4,4,2
31070,2,5,5,2
31071,2,4,4,2
31072,7,0,7,0
31073,6,2,6,2
31074,0,4,4,0
31075,2,4,4,2
31076,3,6,6,3
31077,5,3,5,3
31078,7,6,6,7
31079,5,2,2,5
31080,0,6,0,6
31081,5,6,5,6
31082,7,6,6,7
31083,3,5,5,3
31084,4,1,4,1
31085,5,4,4,5
31086,7,0,7,0
31087,3,0,3,0
31088,3,7,3,7
31089,3,2,3,2
31090,0,7,0,7
31091,3,7,7,3
31092,4,7,4,7
